Customer_Id,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_Of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_On_Product_Research(Hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_With_Ads,Device_Used_For_Shopping,Payment_Method,Time_Of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_To_Decision,Purchase_Day,Is_Weekend
48-343-1220,42,female,high,divorced,high school,high,kolsko,jewelry & accessories,335.32,6,mixed,3,3.0,1.0,unknown,not sensitive,0,1,low,desktop,other,2024-08-12,True,False,planned,no preference,10,Monday,False
15-640-6493,31,male,high,divorced,high school,middle,dalbandin,animal feed,184.74,5,in-store,4,4.0,0.0,medium,very sensitive,1,5,high,tablet,debit card,2024-11-27,False,True,impulsive,no preference,10,Wednesday,False
64-846-7450,37,genderqueer,high,divorced,bachelor's,middle,shazi,travel & leisure (flights,442.18,5,in-store,4,3.0,1.0,unknown,very sensitive,2,10,high,smartphone,paypal,2024-01-25,False,False,impulsive,express,12,Thursday,False
58-788-8938,49,male,high,married,high school,middle,hachioji,health supplements,427.1,8,mixed,1,2.0,1.0,high,somewhat sensitive,0,2,medium,desktop,paypal,2024-05-10,False,True,planned,no preference,5,Friday,False
52-240-3825,34,male,high,widowed,high school,high,jolo,home appliances,326.82,4,mixed,3,2.0,1.0,high,somewhat sensitive,2,5,medium,tablet,credit card,2024-04-22,True,False,planned,standard,4,Monday,False
60-618-2561,41,male,high,widowed,high school,middle,pedra azul,hotels,98.97,12,in-store,2,5.0,2.0,unknown,very sensitive,1,7,high,tablet,other,2024-03-19,True,True,impulsive,no preference,11,Tuesday,False
94-969-6819,33,male,high,single,high school,high,gustavsberg,health care,77.65,6,online,1,4.0,1.0,medium,somewhat sensitive,2,3,unknown,tablet,cash,2024-01-24,True,True,planned,no preference,1,Wednesday,False
76-982-8107,47,female,middle,widowed,master's,high,la mohammedia,electronics,85.61,2,online,4,2.0,1.0,high,not sensitive,1,3,low,desktop,other,2024-10-04,True,True,need-based,standard,5,Friday,False
52-779-8972,47,male,high,widowed,high school,high,florida,food & beverages,164.79,4,in-store,3,2.0,0.0,unknown,somewhat sensitive,2,5,high,tablet,credit card,2024-05-23,True,True,impulsive,no preference,1,Thursday,False
40-520-3271,29,female,high,widowed,high school,high,zhongcheng,health supplements,235.46,10,in-store,3,4.0,2.0,unknown,not sensitive,0,7,unknown,desktop,credit card,2024-11-13,False,True,impulsive,no preference,2,Wednesday,False
79-884-5600,36,female,high,widowed,master's,middle,goiatuba,books,245.14,4,online,4,5.0,1.0,high,very sensitive,1,4,medium,smartphone,paypal,2024-03-03,True,False,impulsive,standard,3,Sunday,True
80-607-9947,43,male,high,divorced,bachelor's,middle,krajan kidul rojopolo,toys & games,439.91,5,online,1,4.0,2.0,low,somewhat sensitive,0,9,medium,smartphone,other,2024-03-03,False,False,need-based,express,10,Sunday,True
87-290-8263,31,male,high,widowed,high school,high,metchosin,home appliances,309.22,5,mixed,3,5.0,2.0,low,not sensitive,2,4,unknown,tablet,cash,2024-03-24,False,False,planned,standard,10,Sunday,True
99-316-9993,27,male,middle,widowed,master's,middle,staritsa,groceries,146.59,10,mixed,5,1.0,2.0,low,very sensitive,0,2,unknown,smartphone,cash,2024-01-22,False,True,impulsive,no preference,3,Monday,False
54-164-2243,48,male,middle,single,high school,middle,benito juarez,hotels,298.73,4,online,1,5.0,1.0,high,not sensitive,0,2,low,tablet,debit card,2024-11-02,False,True,need-based,no preference,4,Saturday,True
14-784-5606,19,genderqueer,high,single,bachelor's,high,mani,food & beverages,395.01,2,mixed,1,2.0,2.0,medium,very sensitive,0,6,medium,desktop,credit card,2024-04-18,True,False,wants-based,standard,3,Thursday,False
47-992-7446,41,male,middle,married,bachelor's,high,vitali,electronics,371.19,10,mixed,1,2.0,2.0,high,somewhat sensitive,1,8,medium,desktop,credit card,2024-08-27,False,False,planned,express,1,Tuesday,False
37-513-5073,33,female,middle,married,master's,high,mizque,electronics,193.76,10,mixed,4,3.0,1.0,medium,not sensitive,0,2,low,desktop,debit card,2024-02-03,False,False,wants-based,no preference,12,Saturday,True
93-473-7248,43,male,middle,divorced,master's,high,zgornje pirnice,baby products,424.27,6,online,1,4.0,2.0,unknown,not sensitive,2,8,low,tablet,cash,2024-09-15,True,True,planned,standard,12,Sunday,True
72-830-1211,38,male,high,single,bachelor's,high,cipolletti,jewelry & accessories,496.11,2,mixed,2,3.0,1.0,high,somewhat sensitive,2,8,high,smartphone,paypal,2024-06-08,True,False,impulsive,standard,12,Saturday,True
87-934-6762,41,male,high,widowed,bachelor's,middle,solleftea,baby products,341.91,3,online,4,4.0,0.0,low,not sensitive,1,9,unknown,tablet,cash,2024-05-31,False,False,impulsive,express,7,Friday,False
71-975-9564,40,male,high,married,master's,high,klonowa,gardening & outdoors,127.66,11,online,1,2.0,2.0,low,not sensitive,2,7,unknown,smartphone,credit card,2024-02-23,False,True,planned,standard,7,Friday,False
40-232-5631,47,genderfluid,middle,single,bachelor's,middle,suvorov,software & apps,227.47,2,online,2,2.0,2.0,low,very sensitive,1,4,high,tablet,other,2024-10-30,True,False,need-based,express,9,Wednesday,False
22-414-4955,35,male,high,widowed,bachelor's,high,dragash,health supplements,342.99,3,in-store,4,2.0,2.0,low,very sensitive,0,6,medium,smartphone,other,2024-11-22,False,True,impulsive,express,6,Friday,False
99-089-1930,49,non-binary,high,married,master's,middle,freiburg im breisgau,packages),306.48,5,mixed,1,3.0,0.0,medium,very sensitive,0,9,low,tablet,credit card,2024-09-15,False,True,need-based,standard,14,Sunday,True
62-198-2511,22,male,middle,divorced,master's,high,macau,home appliances,308.54,3,mixed,1,3.0,0.0,high,not sensitive,1,5,high,desktop,credit card,2024-09-29,False,True,wants-based,standard,7,Sunday,True
21-297-1223,49,male,high,single,master's,middle,pancas,travel & leisure (flights,124.17,12,mixed,5,2.0,2.0,high,very sensitive,2,4,high,smartphone,debit card,2024-11-16,True,True,planned,standard,6,Saturday,True
10-961-9336,27,female,middle,married,master's,middle,dayapan,travel & leisure (flights,78.0,5,online,1,5.0,0.0,unknown,not sensitive,1,1,low,desktop,debit card,2024-11-09,True,False,wants-based,no preference,11,Saturday,True
71-473-2656,27,female,high,married,bachelor's,middle,gordon town,health care,393.03,4,mixed,4,4.0,0.0,high,somewhat sensitive,1,3,medium,smartphone,cash,2024-09-03,True,True,planned,standard,7,Tuesday,False
84-954-2973,37,female,high,single,master's,middle,proptisht,hotels,102.09,3,mixed,1,4.0,0.0,unknown,very sensitive,1,9,medium,tablet,paypal,2024-03-13,False,True,need-based,express,1,Wednesday,False
22-382-9636,32,male,middle,married,bachelor's,high,kamal,health care,426.21,3,mixed,1,4.0,2.0,high,somewhat sensitive,2,5,high,smartphone,other,2024-04-18,False,True,wants-based,standard,2,Thursday,False
89-724-2536,42,male,middle,widowed,master's,high,kouvola,arts & crafts,140.31,2,online,2,4.0,1.0,low,very sensitive,2,5,unknown,desktop,cash,2024-05-21,True,True,impulsive,express,8,Tuesday,False
85-391-1888,18,female,high,widowed,master's,middle,zhongdong,software & apps,413.7,8,mixed,3,3.0,0.3,low,very sensitive,0,9,high,desktop,other,2024-06-17,False,True,need-based,no preference,6,Monday,False
84-934-2483,49,male,high,widowed,master's,middle,betong,arts & crafts,348.63,4,online,5,2.0,0.0,high,somewhat sensitive,0,7,unknown,smartphone,debit card,2024-04-01,False,False,planned,no preference,6,Monday,False
96-229-1698,23,female,middle,widowed,high school,middle,jinping,animal feed,91.27,7,in-store,5,1.0,0.0,high,not sensitive,2,6,unknown,tablet,cash,2024-06-21,True,True,planned,express,13,Friday,False
36-948-6994,29,female,high,divorced,bachelor's,high,mgachi,luxury goods,359.94,11,mixed,2,5.0,2.0,unknown,very sensitive,1,8,low,smartphone,cash,2024-12-19,False,True,wants-based,express,9,Thursday,False
43-172-9431,25,male,middle,divorced,high school,middle,lameira,gardening & outdoors,138.2,8,in-store,1,2.0,2.0,high,not sensitive,0,6,low,desktop,debit card,2024-03-02,False,True,need-based,no preference,12,Saturday,True
53-690-5759,38,agender,high,divorced,high school,high,medicine hat,home appliances,196.33,11,online,4,3.0,1.0,medium,not sensitive,0,5,unknown,desktop,debit card,2024-06-29,True,True,planned,standard,11,Saturday,True
00-496-3067,32,female,middle,widowed,bachelor's,middle,oslo,packages),249.24,8,in-store,4,3.0,1.0,medium,somewhat sensitive,2,3,high,smartphone,cash,2024-08-29,False,True,need-based,standard,7,Thursday,False
10-330-6387,45,male,high,divorced,high school,high,yenikoy,furniture,129.1,12,mixed,5,3.0,2.0,low,not sensitive,0,8,high,desktop,credit card,2024-04-15,True,False,planned,no preference,7,Monday,False
87-590-8963,45,female,high,married,master's,high,peer,baby products,112.69,10,in-store,1,4.0,0.0,high,not sensitive,0,7,medium,smartphone,debit card,2024-08-27,False,True,need-based,standard,1,Tuesday,False
47-931-2642,46,male,middle,widowed,bachelor's,high,belusovka,beauty & personal care,267.85,5,online,5,2.0,2.0,medium,somewhat sensitive,1,5,high,smartphone,credit card,2024-03-20,False,True,need-based,standard,7,Wednesday,False
76-501-6422,24,male,middle,divorced,high school,middle,houston,home appliances,205.36,12,online,1,5.0,2.0,high,very sensitive,0,1,low,tablet,credit card,2024-04-27,False,False,impulsive,express,5,Saturday,True
39-274-2175,48,polygender,high,divorced,master's,high,hengdian,health supplements,79.1,10,in-store,5,3.0,1.0,unknown,not sensitive,0,9,medium,tablet,debit card,2024-05-05,True,False,need-based,express,4,Sunday,True
62-493-5282,35,male,high,widowed,high school,middle,shuigou,health care,256.63,12,in-store,1,4.0,0.0,high,somewhat sensitive,2,2,unknown,smartphone,debit card,2024-06-16,True,True,impulsive,standard,10,Sunday,True
18-841-7253,50,female,high,divorced,high school,middle,xingxi,books,409.98,12,mixed,5,4.0,0.0,unknown,not sensitive,2,1,medium,desktop,paypal,2024-10-15,True,False,wants-based,express,8,Tuesday,False
18-097-5707,34,male,middle,widowed,high school,high,dhibin,sports & outdoors,291.6,2,in-store,3,3.0,2.0,high,somewhat sensitive,0,7,unknown,desktop,cash,2024-08-01,False,True,need-based,standard,3,Thursday,False
83-792-5141,50,female,middle,single,bachelor's,middle,chengguan,home appliances,101.7,7,online,3,4.0,2.0,medium,not sensitive,2,2,unknown,tablet,debit card,2024-06-25,False,True,wants-based,standard,4,Tuesday,False
65-036-2410,50,female,middle,single,high school,middle,paris 09,health care,369.73,2,online,1,2.0,2.0,unknown,not sensitive,0,3,unknown,tablet,debit card,2024-02-04,True,True,wants-based,no preference,12,Sunday,True
67-593-9579,46,male,middle,single,bachelor's,high,rozhdestveno,baby products,71.0,12,online,1,5.0,2.0,high,not sensitive,2,9,low,smartphone,cash,2024-06-26,False,False,wants-based,no preference,13,Wednesday,False
33-484-6674,47,male,middle,single,master's,middle,porangatu,packages),280.05,10,in-store,4,1.0,2.0,medium,very sensitive,1,2,high,smartphone,credit card,2024-07-06,True,False,wants-based,no preference,11,Saturday,True
65-249-5416,35,male,high,widowed,master's,middle,shalkar,jewelry & accessories,54.71,4,mixed,5,2.0,1.0,low,very sensitive,1,3,unknown,desktop,paypal,2024-10-26,True,True,need-based,express,3,Saturday,True
17-328-4678,27,male,high,widowed,bachelor's,middle,quimbaya,packages),119.51,11,mixed,5,5.0,2.0,low,very sensitive,2,8,low,desktop,paypal,2024-05-07,False,False,planned,no preference,1,Tuesday,False
00-733-8770,37,female,high,single,master's,high,narok,arts & crafts,57.5,12,online,5,1.0,1.0,unknown,not sensitive,0,3,unknown,desktop,cash,2024-12-08,True,True,impulsive,no preference,13,Sunday,True
47-501-3435,38,female,high,married,bachelor's,high,gimcheon,books,225.05,5,mixed,2,1.0,1.0,high,somewhat sensitive,1,1,low,desktop,credit card,2024-06-27,False,False,need-based,no preference,10,Thursday,False
46-779-7065,41,female,high,divorced,high school,high,visaginas,food & beverages,441.15,7,online,3,1.0,1.0,low,somewhat sensitive,1,1,unknown,smartphone,debit card,2024-08-31,False,False,need-based,no preference,8,Saturday,True
91-603-1565,48,male,middle,divorced,high school,middle,shostka,animal feed,481.21,3,mixed,1,2.0,1.0,high,not sensitive,0,1,unknown,desktop,credit card,2024-11-13,False,False,wants-based,no preference,11,Wednesday,False
35-122-5020,48,female,high,married,bachelor's,middle,pukekohe east,arts & crafts,102.96,3,mixed,1,1.0,1.0,low,very sensitive,0,7,low,desktop,paypal,2024-12-19,False,True,wants-based,standard,4,Thursday,False
63-684-4073,45,female,high,divorced,bachelor's,high,blokdesa situgede,electronics,331.57,11,mixed,3,1.0,0.0,low,somewhat sensitive,1,6,medium,desktop,debit card,2024-05-06,False,False,impulsive,express,14,Monday,False
74-483-2893,26,non-binary,middle,widowed,high school,middle,yueyang,electronics,101.29,11,in-store,1,1.0,2.0,medium,not sensitive,2,7,medium,smartphone,cash,2024-10-30,False,True,need-based,no preference,4,Wednesday,False
72-728-4406,50,female,middle,single,master's,high,liutan,packages),143.52,9,in-store,2,5.0,1.0,medium,somewhat sensitive,2,3,unknown,tablet,credit card,2024-04-11,True,False,impulsive,express,12,Thursday,False
13-588-2488,39,male,middle,widowed,bachelor's,middle,huanggang,sports & outdoors,276.48,3,mixed,1,2.0,1.0,unknown,somewhat sensitive,0,4,low,desktop,cash,2024-05-05,False,False,need-based,express,7,Sunday,True
79-861-6506,20,male,high,widowed,high school,high,baturite,toys & games,352.87,11,in-store,5,3.0,0.0,high,not sensitive,0,6,high,tablet,paypal,2024-02-19,False,False,wants-based,standard,12,Monday,False
66-974-6707,48,male,middle,married,master's,middle,mi’ersi,mobile accessories,228.68,3,mixed,2,1.0,2.0,low,very sensitive,1,4,unknown,tablet,debit card,2024-10-09,True,False,planned,standard,4,Wednesday,False
95-112-6724,31,female,middle,divorced,master's,high,xuedian,food & beverages,301.39,6,online,2,1.0,0.0,unknown,very sensitive,1,4,low,desktop,debit card,2024-04-21,False,False,need-based,no preference,11,Sunday,True
27-262-6874,25,female,middle,married,bachelor's,high,yuyapichis,books,473.5,11,mixed,2,4.0,1.0,low,somewhat sensitive,2,3,high,tablet,other,2024-07-24,False,True,impulsive,express,10,Wednesday,False
92-908-5062,18,agender,middle,single,bachelor's,high,shiroishi,home appliances,72.8,11,in-store,2,4.0,1.0,high,somewhat sensitive,2,10,high,desktop,paypal,2024-08-20,True,False,need-based,express,3,Tuesday,False
70-014-6406,18,male,middle,divorced,bachelor's,high,kobe,packages),171.72,3,online,5,3.0,1.0,low,very sensitive,1,2,unknown,desktop,paypal,2024-03-24,False,True,impulsive,standard,12,Sunday,True
52-908-9971,31,male,middle,widowed,high school,middle,gulou,software & apps,467.5,6,in-store,2,1.0,0.0,unknown,somewhat sensitive,1,1,high,desktop,paypal,2024-04-04,False,False,planned,no preference,6,Thursday,False
57-623-5362,43,genderqueer,high,married,bachelor's,high,jilin,furniture,209.79,6,mixed,5,1.0,2.0,high,not sensitive,1,9,low,tablet,other,2024-09-13,True,True,need-based,standard,10,Friday,False
48-315-0196,23,male,middle,single,high school,middle,balboa,office supplies,150.33,9,in-store,4,4.0,2.0,unknown,somewhat sensitive,2,9,medium,desktop,debit card,2024-04-24,True,False,wants-based,express,6,Wednesday,False
71-959-3896,29,male,high,married,bachelor's,high,cipari,luxury goods,98.63,7,online,4,5.0,2.0,high,somewhat sensitive,1,3,low,tablet,other,2024-01-09,False,True,planned,standard,6,Tuesday,False
29-987-3969,21,female,middle,divorced,master's,middle,orlando,beauty & personal care,193.3,11,mixed,4,2.0,2.0,unknown,very sensitive,2,1,medium,tablet,other,2024-06-03,True,True,planned,no preference,12,Monday,False
78-613-1546,49,female,middle,single,high school,middle,torsby,luxury goods,145.02,7,in-store,3,2.0,0.0,high,very sensitive,1,1,medium,desktop,credit card,2024-06-23,True,True,wants-based,express,9,Sunday,True
43-664-4451,30,female,middle,divorced,master's,middle,san pablo,health supplements,294.99,4,online,3,5.0,2.0,low,somewhat sensitive,1,4,high,desktop,paypal,2024-11-30,False,False,need-based,standard,5,Saturday,True
34-095-3364,31,polygender,middle,divorced,high school,middle,daszewice,office supplies,305.45,2,mixed,5,5.0,1.0,unknown,very sensitive,1,1,high,smartphone,paypal,2024-10-24,False,True,impulsive,express,9,Thursday,False
72-393-6893,50,female,middle,widowed,high school,middle,villa concepcion del tio,toys & games,432.42,2,in-store,4,4.0,0.0,medium,not sensitive,0,8,unknown,tablet,paypal,2024-04-21,False,True,need-based,express,13,Sunday,True
73-707-2809,35,female,middle,single,bachelor's,high,hacienda la calera,gardening & outdoors,227.58,11,mixed,3,1.0,1.0,unknown,not sensitive,1,8,high,smartphone,credit card,2024-01-23,False,True,need-based,express,6,Tuesday,False
04-609-7885,36,male,middle,single,high school,high,oslo,toys & games,160.89,10,online,5,5.0,2.0,unknown,somewhat sensitive,2,6,medium,desktop,paypal,2024-06-23,True,True,planned,no preference,13,Sunday,True
73-139-4306,24,female,middle,married,master's,high,puerto lopez,luxury goods,139.1,7,online,2,5.0,0.0,low,somewhat sensitive,2,3,medium,desktop,paypal,2024-03-20,False,False,impulsive,no preference,8,Wednesday,False
23-794-8196,36,genderfluid,high,married,master's,middle,xinchengzi,furniture,268.28,9,mixed,5,2.0,2.0,high,very sensitive,2,2,high,smartphone,credit card,2024-04-09,False,True,need-based,standard,8,Tuesday,False
66-050-6391,45,female,middle,single,master's,high,tecpan guatemala,sports & outdoors,64.49,6,online,2,1.0,0.0,unknown,very sensitive,1,10,unknown,tablet,other,2024-10-19,False,False,planned,express,7,Saturday,True
